Time(s),Vout(V),Iload(A)
0.0167400,11.7494,-2.50253
0.0167500,12.1778,-2.47123
0.0167600,14.2623,-2.51733
0.0167700,14.9033,-2.47792
0.0167800,15.2837,-2.40034
0.0167900,16.4963,-2.27147
0.0168000,16.7858,-2.24956
0.0168100,17.9287,-2.08625
0.0168200,18.1174,-2.10981
0.0168300,19.9813,-1.99915
0.0168400,20.1056,-1.92772
0.0168500,21.6034,-1.93965
0.0168600,22.3889,-1.87301
0.0168700,22.6056,-1.81530
0.0168800,23.2114,-1.75841
0.0168900,23.9039,-1.60986
0.0169000,24.9866,-1.51118
0.0169100,25.9464,-1.61581
0.0169200,26.4530,-1.39311
0.0169300,27.7383,-1.45482
0.0169400,28.8452,-1.30658
0.0169500,28.6505,-1.21011
0.0169600,29.5168,-1.19502
0.0169700,30.0689,-1.20579
0.0169800,31.7885,-1.08703
0.0169900,32.3104,-0.97440
0.0170000,33.5368,-1.04708
0.0170100,33.5648,-0.87415
0.0170200,34.8695,-0.96349
0.0170300,36.0807,-0.83406
0.0170400,35.8006,-0.80795
0.0170500,37.4023,-0.69275
0.0170600,37.9423,-0.56893
0.0170700,38.2844,-0.60616
0.0170800,39.0811,-0.48076
0.0170900,40.3933,-0.43753
0.0171000,40.7115,-0.44105
0.0171100,41.1423,-0.41298
0.0171200,41.8751,-0.35766
0.0171300,43.5716,-0.29964
0.0171400,44.1509,-0.23620
0.0171500,45.5111,-0.27928
0.0171600,45.6392,-0.14165
0.0171700,47.1541,-0.06684
0.0171800,47.8825,-0.05679
0.0171900,48.0504,-0.04075
0.0172000,48.6144,0.02770
0.0172100,49.1983,0.07033
0.0172200,49.8912,0.16186
0.0172300,50.4362,0.19269
0.0172400,52.3409,0.28751
0.0172500,52.4189,0.26710
0.0172600,53.4312,0.24455
0.0172700,53.7117,0.28219
0.0172800,54.9201,0.30531
0.0172900,56.1552,0.31722
0.0173000,56.0151,0.47242
0.0173100,56.8493,0.42223
0.0173200,58.0132,0.62759
0.0173300,58.9694,0.62526
0.0173400,59.1568,0.57774
0.0173500,59.6812,0.59809
0.0173600,60.3378,0.70922
0.0173700,61.8108,0.73799
0.0173800,62.4581,0.75043
0.0173900,63.5726,0.74669
0.0174000,64.0428,0.85944
0.0174100,64.7213,0.76230
0.0174200,64.5768,0.85849
0.0174300,66.3458,0.93611
0.0174400,66.8835,0.85992
0.0174500,67.2929,1.01545
0.0174600,68.3174,1.08195
0.0174700,68.6843,1.11454
0.0174800,69.2861,1.12511
0.0174900,70.5349,1.09031
0.0175000,70.8996,1.03214
0.0175100,72.0274,1.07365
0.0175200,73.0485,1.07943
0.0175300,72.7257,1.25116
0.0175400,74.1376,1.21334
0.0175500,75.1589,1.23937
0.0175600,75.7241,1.17136
0.0175700,75.4342,1.22212
0.0175800,76.4511,1.34192
0.0175900,76.9310,1.24089
0.0176000,77.6212,1.34242
0.0176100,78.6820,1.37119
0.0176200,79.7777,1.44846
0.0176300,80.7627,1.34605
0.0176400,80.6861,1.44921
0.0176500,81.0236,1.36821
0.0176600,81.5093,1.53781
0.0176700,82.5711,1.56452
0.0176800,82.9191,1.45109
0.0176900,84.6823,1.54156
0.0177000,85.1445,1.48502
0.0177100,85.9739,1.43651
0.0177200,85.9951,1.50407
0.0177300,87.5321,1.62932
0.0177400,88.0818,1.59152
0.0177500,87.8136,1.53963
0.0177600,88.2725,1.63955
0.0177700,90.1324,1.52652
0.0177800,90.5063,1.69993
0.0177900,90.7518,1.67764
0.0178000,91.3897,1.69991
0.0178100,91.3894,1.70266
0.0178200,92.0230,1.58245
0.0178300,92.8967,1.62839
0.0178400,94.4467,1.59153
0.0178500,94.9957,1.67717
0.0178600,94.4176,1.60157
0.0178700,95.1875,1.61662
0.0178800,95.7957,1.60662
0.0178900,96.6577,1.78895
0.0179000,97.9801,1.65059
0.0179100,98.0297,1.71401
0.0179200,98.5462,1.80577
0.0179300,98.9111,1.74331
0.0179400,99.2127,1.81002
0.0179500,100.7951,1.81033
0.0179600,100.9758,1.73941
0.0179700,101.7065,1.66918
0.0179800,101.7628,1.72109
0.0179900,102.8685,1.79297
0.0180000,102.7250,1.67490
0.0180100,104.4278,1.78583
0.0180200,103.8091,1.64563
0.0180300,104.3844,1.67623
0.0180400,105.6177,1.64712
0.0180500,105.9862,1.78570
0.0180600,106.3128,1.70962
0.0180700,106.8465,1.62188
0.0180800,107.3462,1.67871
0.0180900,108.7968,1.69404
0.0181000,109.2938,1.63140
0.0181100,108.6453,1.67519
0.0181200,110.3223,1.70233
0.0181300,109.7692,1.67529
0.0181400,111.0211,1.61341
0.0181500,111.0187,1.73197
0.0181600,111.4967,1.60742
0.0181700,112.3838,1.61993
0.0181800,112.5456,1.62155
0.0181900,113.2176,1.70152
0.0182000,113.2460,1.65084
0.0182100,114.4574,1.58815
0.0182200,115.2082,1.65143
0.0182300,114.7908,1.70886
0.0182400,115.2084,1.68480
0.0182500,116.1127,1.71856
0.0182600,116.4692,1.54376
0.0182700,117.0413,1.68891
0.0182800,116.6127,1.57936
0.0182900,117.4152,1.60813
0.0183000,117.2320,1.58430
0.0183100,117.8206,1.61198
0.0183200,118.0957,1.66234
0.0183300,119.2156,1.55323
0.0183400,120.2066,1.57168
0.0183500,120.3359,1.64355
0.0183600,120.1173,1.65744
0.0183700,119.9463,1.54079
0.0183800,121.0268,1.46840
0.0183900,120.9945,1.46522
0.0184000,121.3996,1.51171
0.0184100,122.1275,1.52898
0.0184200,122.6238,1.51521
0.0184300,122.3064,1.43197
0.0184400,122.3404,1.53831
0.0184500,123.4344,1.55438
0.0184600,124.2672,1.60219
0.0184700,124.0175,1.57138
0.0184800,124.7297,1.46542
0.0184900,123.7657,1.53787
0.0185000,125.4109,1.54214
0.0185100,124.3790,1.52243
0.0185200,125.1353,1.51171
0.0185300,126.1232,1.46257
0.0185400,125.2362,1.41274
0.0185500,126.8184,1.41042
0.0185600,125.8623,1.44845
0.0185700,126.8218,1.39956
0.0185800,126.4547,1.37883
0.0185900,127.5303,1.50807
0.0186000,127.1964,1.48285
0.0186100,128.1402,1.52090
0.0186200,127.2101,1.46434
0.0186300,127.2635,1.47511
0.0186400,128.1494,1.44039
0.0186500,128.8308,1.48302
0.0186600,128.8105,1.47812
0.0186700,129.3897,1.46876
0.0186800,129.3445,1.34343
0.0186900,128.4778,1.41543
0.0187000,129.0538,1.32770
0.0187100,129.2550,1.49111
0.0187200,129.6521,1.36558
0.0187300,129.2577,1.47820
0.0187400,129.8624,1.45110
0.0187500,130.3378,1.49079
0.0187600,129.7891,1.33721
0.0187700,130.1668,1.45492
0.0187800,129.7873,1.38698
0.0187900,129.9542,1.47633
0.0188000,130.3259,1.40097
0.0188100,130.9750,1.50827
0.0188200,130.3358,1.47200
0.0188300,130.0284,1.32281
0.0188400,131.3182,1.44242
0.0188500,131.2843,1.41105
0.0188600,131.6241,1.43751
0.0188700,131.3998,1.45869
0.0188800,130.9330,1.48893
0.0188900,130.7127,1.50320
0.0189000,130.9321,1.52929
0.0189100,130.4764,1.43309
0.0189200,130.7390,1.52318
0.0189300,131.4810,1.41404
0.0189400,131.7629,1.40900
0.0189500,131.5794,1.39875
0.0189600,131.6572,1.51714
0.0189700,130.7482,1.48377
0.0189800,131.0843,1.52581
0.0189900,131.4623,1.49903
0.0190000,131.9014,1.56975
0.0190100,131.6364,1.63332
0.0190200,130.9194,1.60439
0.0190300,130.9596,1.67231
0.0190400,131.1583,1.68176
0.0190500,131.6970,1.69082
0.0190600,131.1484,1.52250
0.0190700,131.9753,1.70978
0.0190800,130.7607,1.69896
0.0190900,131.5723,1.73988
0.0191000,131.0342,1.59348
0.0191100,130.8040,1.61419
0.0191200,131.4747,1.81003
0.0191300,131.3410,1.78133
0.0191400,130.4964,1.76027
0.0191500,131.5096,1.81608
0.0191600,131.4604,1.88552
0.0191700,130.5861,1.77149
0.0191800,131.1593,1.92308
0.0191900,130.2960,1.89060
0.0192000,131.0877,1.89783
0.0192100,131.1930,1.92648
0.0192200,131.3192,1.89603
0.0192300,130.3243,1.89616
0.0192400,130.1527,1.88252
0.0192500,130.8076,1.90902
0.0192600,130.7187,2.06293
0.0192700,130.3143,2.02316
0.0192800,130.7388,2.07972
0.0192900,130.2706,2.03233
0.0193000,130.3220,2.21404
0.0193100,129.5976,2.21493
0.0193200,130.0869,2.16970
0.0193300,130.2061,2.17188
0.0193400,129.5848,2.16544
0.0193500,130.0961,2.33656
0.0193600,130.7266,2.39124
0.0193700,129.9521,2.34071
0.0193800,130.3244,2.35010
0.0193900,129.8688,2.49642
0.0194000,130.0183,2.43077
0.0194100,129.9630,2.45145
0.0194200,129.1361,2.46110
0.0194300,129.4423,2.46531
0.0194400,130.2174,2.63601
0.0194500,128.9381,2.63405
0.0194600,128.8305,2.75596
0.0194700,129.4851,2.61669
0.0194800,129.5638,2.80834
0.0194900,129.0846,2.68096
0.0195000,129.4539,2.72069
0.0195100,129.3373,2.92836
0.0195200,129.2946,2.91849
0.0195300,128.6277,2.97104
0.0195400,129.2062,2.88719
0.0195500,129.5116,2.92529
0.0195600,128.7263,2.97784
0.0195700,129.9445,3.06235
0.0195800,128.5504,3.14023
0.0195900,129.1199,3.28717
0.0196000,129.0917,3.22471
0.0196100,129.4787,3.33283
0.0196200,128.6931,3.23852
0.0196300,128.8441,3.41716
0.0196400,128.9572,3.45069
0.0196500,128.5416,3.51344
0.0196600,128.8195,3.47867
0.0196700,128.6069,3.62339
0.0196800,129.2407,3.53011
0.0196900,129.6037,3.59075
0.0197000,128.9155,3.67216
0.0197100,129.8816,3.75005
0.0197200,129.5168,3.90206
0.0197300,129.7623,3.89614
0.0197400,129.8367,3.93384
0.0197500,129.1404,4.03974
0.0197600,129.2266,4.02140
0.0197700,128.9337,4.13513
0.0197800,130.0258,4.16590
0.0197900,130.4591,4.10891
0.0198000,129.2150,4.29957
0.0198100,129.3362,4.20889
0.0198200,129.5610,4.40101
0.0198300,129.4807,4.35092
0.0198400,130.2798,4.51887
0.0198500,129.7818,4.40630
0.0198600,130.9518,4.58011
0.0198700,130.7538,4.60417
0.0198800,130.4797,4.61453
0.0198900,131.3690,4.81036
0.0199000,130.9387,4.86287
0.0199100,131.0203,4.76600
0.0199200,131.8012,4.87920
0.0199300,132.0060,4.94625
0.0199400,132.2305,4.90048
0.0199500,132.0907,4.96589
0.0199600,132.1389,5.08346
0.0199700,132.3450,5.11012
0.0199800,132.7053,5.22276
0.0199900,132.6262,5.20371
0.0200000,132.8562,5.44858
0.0200100,132.2449,5.36888
0.0200200,133.0867,5.42200
0.0200300,132.7262,5.48288
0.0200400,132.6443,5.65158
0.0200500,133.0306,5.71385
0.0200600,134.2838,5.66067
0.0200700,133.4283,5.69900
0.0200800,134.3406,5.86269
0.0200900,133.8039,5.93016
0.0201000,134.1460,5.87646
0.0201100,134.9598,5.91298
0.0201200,134.4130,6.16302
0.0201300,136.0762,6.06740
0.0201400,135.1060,6.24169
0.0201500,135.2208,6.32808
0.0201600,135.5303,6.24934
0.0201700,135.7699,6.42536
0.0201800,136.8327,6.49593
0.0201900,136.7642,6.57730
0.0202000,136.6640,6.53329
0.0202100,138.1519,6.60136
0.0202200,137.2729,6.65240
0.0202300,138.3596,6.77773
0.0202400,138.0984,6.88593
0.0202500,138.4811,6.76449
0.0202600,138.8948,6.96611
0.0202700,138.8940,7.05777
0.0202800,140.1865,6.95403
0.0202900,140.3858,7.09842
0.0203000,140.6127,7.20113
0.0203100,141.4073,7.23160
0.0203200,140.8884,7.37540
0.0203300,140.6478,7.38324
0.0203400,141.9115,7.36091
0.0203500,142.4863,7.50104
0.0203600,142.3406,7.51671
0.0203700,142.5504,7.56423
0.0203800,143.8819,7.58169
0.0203900,143.4102,7.63049
0.0204000,143.6146,7.77838
0.0204100,143.5279,7.81617
0.0204200,143.8847,7.79875
0.0204300,145.2821,7.86800
0.0204400,145.2121,8.03116
0.0204500,145.2096,8.11246
0.0204600,146.6151,8.08215
0.0204700,146.2251,8.17560
0.0204800,146.5231,8.16685
0.0204900,146.8941,8.22767
0.0205000,148.1745,8.40581
0.0205100,147.7338,8.44472
0.0205200,149.1357,8.40869
0.0205300,148.6197,8.48709
0.0205400,148.7014,8.63934
0.0205500,149.7535,8.62678
0.0205600,150.5948,8.63198
0.0205700,150.1954,8.68940
0.0205800,151.1810,8.78120
0.0205900,151.9092,8.85951
0.0206000,151.6041,8.96282
0.0206100,152.3169,8.98888
0.0206200,152.5530,9.03542
0.0206300,152.8201,9.17130
0.0206400,153.5386,9.12165
0.0206500,152.8467,9.28370
0.0206600,154.4383,9.34459
0.0206700,154.4840,9.34533
0.0206800,154.4315,9.27262
0.0206900,155.3032,9.47125
0.0207000,155.2095,9.52120
0.0207100,156.6722,9.55064
0.0207200,156.8427,9.56745
0.0207300,156.7737,9.53839
0.0207400,157.6985,9.61965
0.0207500,157.0178,9.64099
0.0207600,157.5104,9.69707
0.0207700,157.6418,9.75248
0.0207800,157.8945,9.84034
0.0207900,159.3291,9.89000
0.0208000,159.6079,9.98554
0.0208100,160.2542,9.97575
0.0208200,159.8053,10.07156
0.0208300,160.6024,10.16806
0.0208400,161.0626,10.07211
0.0208500,161.5410,10.26246
0.0208600,161.6376,10.33736
0.0208700,161.4266,10.20441
0.0208800,162.5338,10.31997
0.0208900,162.1344,10.38922
0.0209000,162.9146,10.51879
0.0209100,162.8650,10.50158
0.0209200,164.0728,10.42373
0.0209300,163.3206,10.49980
0.0209400,164.2553,10.58913
0.0209500,165.0839,10.56278
0.0209600,164.4020,10.68391
0.0209700,164.7469,10.76071
0.0209800,165.5258,10.74179
0.0209900,165.7177,10.70445
0.0210000,166.6977,10.83725
0.0210100,166.2364,10.79221
0.0210200,166.4016,10.87014
0.0210300,167.0756,10.91609
0.0210400,166.8678,10.90112
0.0210500,167.0756,11.09685
0.0210600,167.8307,11.11896
0.0210700,167.5865,11.19975
0.0210800,167.8809,11.11658
0.0210900,168.8852,11.15532
0.0211000,168.7348,11.14218
0.0211100,169.5659,11.26382
0.0211200,168.7816,11.25149
0.0211300,169.3893,11.35365
0.0211400,170.3553,11.34272
0.0211500,169.2778,11.31671
0.0211600,170.6376,11.43412
0.0211700,170.5256,11.36108
0.0211800,169.9127,11.43475
0.0211900,170.3495,11.53510
0.0212000,170.0822,11.57828
0.0212100,171.3931,11.66823
0.0212200,170.7287,11.53713
0.0212300,171.1920,11.60800
0.0212400,170.7130,11.72345
0.0212500,172.1702,11.73286
0.0212600,171.3271,11.79615
0.0212700,171.4117,11.77587
0.0212800,171.2801,11.82075
0.0212900,172.3856,11.80324
0.0213000,172.8852,11.72679
0.0213100,171.5599,11.91255
0.0213200,172.0259,11.92457
0.0213300,172.5878,11.82539
0.0213400,172.6543,11.97323
0.0213500,173.2742,11.92520
0.0213600,173.0118,11.99566
0.0213700,173.3479,12.05802
0.0213800,172.8135,11.90810
0.0213900,172.8886,12.03522
0.0214000,172.6909,12.00679
0.0214100,172.4407,12.07142
0.0214200,173.0349,12.17198
0.0214300,172.8524,12.03590
0.0214400,172.5245,12.19480
0.0214500,173.4480,12.15682
0.0214600,173.4100,12.24973
0.0214700,172.3490,12.13486
0.0214800,172.8057,12.25013
0.0214900,173.2961,12.15775
0.0215000,173.1806,12.14803
0.0215100,172.1690,12.35225
0.0215200,172.2166,12.30348
0.0215300,172.1564,12.21140
0.0215400,171.8517,12.38350
0.0215500,171.9704,12.28731
0.0215600,172.1523,12.26208
0.0215700,172.7303,12.43995
0.0215800,171.9477,12.30728
0.0215900,171.4350,12.31109
0.0216000,171.7820,12.40902
0.0216100,172.4411,12.30471
0.0216200,171.2289,12.48613
0.0216300,171.3253,12.35490
0.0216400,170.7923,12.43851
0.0216500,171.4610,12.53998
0.0216600,171.6336,12.44872
0.0216700,170.5088,12.44375
0.0216800,170.5395,12.44857
0.0216900,170.0911,12.54989
0.0217000,170.6355,12.60508
0.0217100,169.4952,12.47373
0.0217200,170.4317,12.45159
0.0217300,169.1395,12.56398
0.0217400,169.3819,12.46157
0.0217500,169.7157,12.62932
0.0217600,168.4883,12.53881
0.0217700,169.3301,12.65039
0.0217800,168.8760,12.48365
0.0217900,167.8861,12.61906
0.0218000,167.5824,12.65962
0.0218100,167.7546,12.58810
0.0218200,167.4220,12.59654
0.0218300,167.7838,12.53402
0.0218400,166.9982,12.63017
0.0218500,167.2604,12.52946
0.0218600,167.2202,12.59270
0.0218700,166.9670,12.59853
0.0218800,165.7426,12.68457
0.0218900,165.8984,12.55029
0.0219000,164.9335,12.55276
0.0219100,164.6225,12.68334
0.0219200,164.9048,12.68950
0.0219300,164.9717,12.59562
0.0219400,164.0784,12.61580
0.0219500,163.8607,12.72619
0.0219600,162.9082,12.71628
0.0219700,163.4221,12.72186
0.0219800,163.4837,12.60035
0.0219900,162.0644,12.62910
0.0220000,162.0311,12.61000
0.0220100,162.1544,12.67549
0.0220200,161.3946,12.64347
0.0220300,162.0421,12.76460
0.0220400,160.7653,12.73382
0.0220500,161.3965,12.70314
0.0220600,160.1528,12.64799
0.0220700,159.7078,12.59240
0.0220800,159.4957,12.69499
0.0220900,158.7731,12.71628
0.0221000,159.0123,12.71370
0.0221100,158.4899,12.73400
0.0221200,158.0603,12.74327
0.0221300,157.4601,12.73275
0.0221400,156.9616,12.76236
0.0221500,157.6703,12.63669
0.0221600,156.4535,12.72730
0.0221700,156.3314,12.76401
0.0221800,155.3040,12.72190
0.0221900,156.0129,12.73239
0.0222000,155.8781,12.78115
0.0222100,154.6730,12.66733
0.0222200,154.3225,12.60619
0.0222300,154.5742,12.77279
0.0222400,154.0939,12.62643
0.0222500,153.2659,12.62683
0.0222600,153.1549,12.75424
0.0222700,153.1675,12.69664
0.0222800,152.1673,12.77288
0.0222900,151.2036,12.75862
0.0223000,151.1716,12.75065
0.0223100,151.3737,12.58041
0.0223200,151.1258,12.76230
0.0223300,150.4003,12.67452
0.0223400,149.7255,12.63687
0.0223500,149.7507,12.58159
0.0223600,148.6288,12.66840
0.0223700,149.2046,12.67596
0.0223800,148.3998,12.73980
0.0223900,147.6857,12.66066
0.0224000,147.7709,12.68690
0.0224100,146.3392,12.59837
0.0224200,146.5275,12.68983
0.0224300,146.6627,12.69516
0.0224400,146.4245,12.69850
0.0224500,145.2529,12.64304
0.0224600,144.4132,12.68482
0.0224700,143.9573,12.57557
0.0224800,144.9135,12.69755
0.0224900,144.5144,12.62551
0.0225000,143.7554,12.69259
0.0225100,142.3903,12.57105
0.0225200,143.0762,12.60692
0.0225300,143.0752,12.51735
0.0225400,141.6852,12.67232
0.0225500,141.8148,12.60055
0.0225600,140.5072,12.52045
0.0225700,141.4458,12.66311
0.0225800,140.1100,12.54720
0.0225900,139.2630,12.61255
0.0226000,139.4193,12.49540
0.0226100,139.2765,12.61768
0.0226200,139.4250,12.53875
0.0226300,138.7116,12.48657
0.0226400,137.6891,12.49286
0.0226500,137.2733,12.47506
0.0226600,136.7167,12.56935
0.0226700,136.4693,12.54328
0.0226800,136.1230,12.59546
0.0226900,136.3165,12.62068
0.0227000,135.2431,12.43055
0.0227100,136.0367,12.54670
0.0227200,134.4501,12.52091
0.0227300,134.8738,12.43536
0.0227400,134.3588,12.54075
0.0227500,134.0801,12.46883
0.0227600,134.0151,12.46773
0.0227700,132.6145,12.42472
0.0227800,132.3808,12.43153
0.0227900,132.0816,12.37359
0.0228000,132.2644,12.46187
0.0228100,131.5084,12.50719
0.0228200,131.0158,12.46349
0.0228300,131.5365,12.45902
0.0228400,130.1116,12.49923
0.0228500,130.7391,12.33419
0.0228600,129.9052,12.44961
0.0228700,129.8232,12.40797
0.0228800,129.2689,12.30638
0.0228900,128.3607,12.32683
0.0229000,128.4633,12.43208
0.0229100,128.2163,12.43818
0.0229200,127.0355,12.45653
0.0229300,127.5601,12.33810
0.0229400,127.1976,12.34892
0.0229500,126.8444,12.25336
0.0229600,126.3497,12.30311
0.0229700,125.4961,12.35394
0.0229800,125.5348,12.22320
0.0229900,125.7057,12.22029
0.0230000,124.8315,12.33417
0.0230100,123.5479,12.36264
0.0230200,123.2579,12.30716
0.0230300,124.0059,12.33553
0.0230400,123.2742,12.27600
0.0230500,123.2950,12.32746
0.0230600,122.6052,12.31764
0.0230700,122.0053,12.30651
0.0230800,121.6545,12.20270
0.0230900,121.3346,12.24587
0.0231000,121.5233,12.16132
0.0231100,119.8205,12.08624
0.0231200,120.8440,12.13840
0.0231300,120.5358,12.04525
0.0231400,119.9468,12.16650
0.0231500,119.1087,12.07303
0.0231600,118.0281,12.16556
0.0231700,118.5023,12.09915
0.0231800,117.4354,12.00545
0.0231900,116.9745,11.98669
0.0232000,116.9401,12.08615
0.0232100,116.9350,12.04082
0.0232200,115.7122,12.07097
0.0232300,116.1949,11.89209
0.0232400,115.0608,12.05677
0.0232500,115.4537,11.86043
0.0232600,115.3682,11.93701
0.0232700,113.8068,12.00295
0.0232800,113.9288,11.92662
0.0232900,113.8318,11.86591
0.0233000,112.9768,11.94797
0.0233100,112.7769,11.82023
0.0233200,112.4770,11.75489
0.0233300,111.6519,11.81237
0.0233400,112.0904,11.83349
0.0233500,111.1938,11.71179
0.0233600,110.6662,11.72404
0.0233700,109.8148,11.80409
0.0233800,109.5966,11.78222
0.0233900,109.5089,11.71230
0.0234000,109.5825,11.67809
0.0234100,108.2962,11.67482
0.0234200,108.3840,11.59362
0.0234300,107.3982,11.62399
0.0234400,107.2118,11.64039
0.0234500,106.5926,11.61599
0.0234600,105.4110,11.45162
0.0234700,106.0878,11.60321
0.0234800,104.9479,11.55897
0.0234900,105.0119,11.41474
0.0235000,104.5322,11.36080
0.0235100,104.4467,11.47249
0.0235200,103.0715,11.42830
0.0235300,103.5616,11.40349
0.0235400,103.0539,11.32556
0.0235500,102.6022,11.19667
0.0235600,101.3005,11.27072
0.0235700,100.8334,11.23191
0.0235800,101.0918,11.19039
0.0235900,100.2304,11.19602
0.0236000,99.2029,11.06413
0.0236100,98.5692,11.19358
0.0236200,98.0068,11.03259
0.0236300,98.1335,11.01836
0.0236400,96.5769,11.09199
0.0236500,96.3042,11.09020
0.0236600,96.7433,10.93978
0.0236700,95.8776,10.99076
0.0236800,95.0602,10.95116
0.0236900,93.8879,10.93301
0.0237000,94.6150,10.72826
0.0237100,93.5099,10.88826
0.0237200,92.4825,10.66561
0.0237300,92.5896,10.72310
0.0237400,92.4694,10.58772
0.0237500,91.6298,10.66538
0.0237600,91.0896,10.67033
0.0237700,90.0210,10.48154
0.0237800,89.6422,10.55495
0.0237900,88.1286,10.49735
0.0238000,88.2473,10.44837
0.0238100,87.9123,10.51302
0.0238200,86.3660,10.44947
0.0238300,85.8262,10.36422
0.0238400,85.3061,10.20183
0.0238500,85.6906,10.15948
0.0238600,84.8942,10.15133
0.0238700,84.2944,10.15960
0.0238800,83.0318,10.21261
0.0238900,82.4752,10.00037
0.0239000,81.7167,10.05021
0.0239100,80.9071,9.99272
0.0239200,81.2821,10.02707
0.0239300,79.4267,9.83022
0.0239400,79.4710,9.89145
0.0239500,79.1151,9.89914
0.0239600,78.7001,9.84582
0.0239700,77.5937,9.80748
0.0239800,77.0609,9.69134
0.0239900,75.4205,9.55762
0.0240000,74.7604,9.61133
0.0240100,74.7359,9.58905
0.0240200,73.4948,9.40676
0.0240300,72.8771,9.44004
0.0240400,72.4467,9.36499
0.0240500,72.1015,9.25876
0.0240600,71.2940,9.28364
0.0240700,71.2017,9.25800
0.0240800,70.1411,9.07433
0.0240900,69.3154,9.03865
0.0241000,68.5141,8.96632
0.0241100,68.1358,9.02950
0.0241200,66.3695,9.01311
0.0241300,66.5025,8.88777
0.0241400,65.0875,8.78480
0.0241500,64.2631,8.73450
0.0241600,63.3777,8.81967
0.0241700,63.7988,8.68968
0.0241800,63.0934,8.54849
0.0241900,61.0730,8.56108
0.0242000,60.1913,8.49094
0.0242100,59.9073,8.45591
0.0242200,58.8046,8.32180
0.0242300,58.1989,8.28303
0.0242400,58.1423,8.35529
0.0242500,56.7013,8.10740
0.0242600,56.8206,8.18449
0.0242700,54.8702,8.11462
0.0242800,54.5172,7.96314
0.0242900,54.2051,7.96376
0.0243000,52.4668,7.81166
0.0243100,52.9585,7.79953
0.0243200,51.9990,7.86917
0.0243300,50.7487,7.76483
0.0243400,49.6733,7.72304
0.0243500,48.4908,7.55036
0.0243600,48.8919,7.50149
0.0243700,47.7609,7.44624
0.0243800,45.9992,7.46049
0.0243900,45.1204,7.39466
0.0244000,44.5196,7.19428
0.0244100,43.6042,7.16787
0.0244200,43.8728,7.21401
0.0244300,42.5599,7.14821
0.0244400,41.5782,6.95082
0.0244500,40.6259,6.95383
0.0244600,40.1789,6.84468
0.0244700,38.9541,6.83783
0.0244800,38.2180,6.66685
0.0244900,38.1258,6.63350
0.0245000,36.7645,6.59989
0.0245100,36.0630,6.59672
0.0245200,35.0987,6.51189
0.0245300,33.8900,6.48336
0.0245400,34.0027,6.32775
0.0245500,32.3034,6.29120
0.0245600,32.0289,6.16498
0.0245700,30.4158,6.18162
0.0245800,30.5283,6.03384
0.0245900,28.6274,6.02368
0.0246000,28.0092,5.89033
0.0246100,28.1340,5.74094
0.0246200,26.1333,5.83680
0.0246300,26.4103,5.65005
0.0246400,25.0728,5.52824
0.0246500,23.6704,5.52952
0.0246600,22.4969,5.45827
0.0246700,22.5287,5.35087
0.0246800,21.5829,5.35161
0.0246900,20.6168,5.33324
0.0247000,20.0206,5.18291
0.0247100,18.5639,5.16671
0.0247200,18.0543,4.96987
0.0247300,17.0921,4.89496
0.0247400,16.3156,4.94414
0.0247500,15.3888,4.89378
0.0247600,15.1254,4.86955
0.0247700,13.4801,4.63426
0.0247800,13.0573,4.55986
0.0247900,11.5290,4.57890
0.0248000,11.1504,4.43189
0.0248100,10.3533,4.46278
0.0248200,10.0222,4.32268
0.0248300,8.5939,4.31852
0.0248400,8.1078,4.12981
0.0248500,7.5164,4.12170
0.0248600,5.5755,4.03961
0.0248700,5.2186,3.97535
0.0248800,4.1711,3.83794
0.0248900,3.8302,3.88321
0.0249000,3.3565,3.69801
0.0249100,1.5592,3.79142
0.0249200,0.4817,3.55881
0.0249300,-0.1248,3.50609
0.0249400,-1.0106,3.47892
0.0249500,-1.0134,3.41134
0.0249600,-2.4107,3.39072
0.0249700,-3.8010,3.34565
0.0249800,-3.4158,3.24355
0.0249900,-4.2929,3.20227
0.0250000,-5.0429,2.99827
0.0250100,-7.1329,2.99716
0.0250200,-7.5220,3.04233
0.0250300,-8.9357,2.85811
0.0250400,-9.8195,2.77356
0.0250500,-9.9680,2.73912
0.0250600,-10.5839,2.77155
0.0250700,-11.6904,2.58646
0.0250800,-12.6644,2.46610
0.0250900,-13.9311,2.52883
0.0251000,-14.3546,2.50171
0.0251100,-15.4769,2.37851
0.0251200,-15.4179,2.31622
0.0251300,-15.9775,2.26220
0.0251400,-17.4354,2.11832
0.0251500,-17.7785,2.16153
0.0251600,-19.8094,2.10809
0.0251700,-20.1347,1.95519
0.0251800,-20.0132,1.88380
0.0251900,-22.0325,1.77207
0.0252000,-23.0017,1.81353
0.0252100,-23.4107,1.74493
0.0252200,-24.1261,1.68437
0.0252300,-24.3756,1.60515
0.0252400,-25.0133,1.44058
0.0252500,-26.2539,1.42448
0.0252600,-27.8959,1.42648
0.0252700,-27.4889,1.43733
0.0252800,-29.3618,1.22352
0.0252900,-29.8934,1.18740
0.0253000,-29.9161,1.25621
0.0253100,-31.1484,1.20380
0.0253200,-31.9753,1.01816
0.0253300,-32.9407,1.07084
0.0253400,-33.4292,1.04539
0.0253500,-34.0397,0.84883
0.0253600,-34.6666,0.87891
0.0253700,-36.5451,0.71869
0.0253800,-36.2269,0.67804
0.0253900,-37.1665,0.76437
0.0254000,-38.4486,0.65680
